aX,aY,aZ,gX,gY,gZ
0.052,-0.057,0.919,-0.549,6.897,32.837
0.063,-0.052,0.937,-1.770,6.775,32.104
0.070,-0.042,0.949,-2.075,5.615,31.250
0.060,-0.040,0.960,-2.014,3.479,30.884
0.058,-0.042,0.951,-2.136,1.709,30.457
0.056,-0.053,0.946,-1.831,1.221,29.175
0.059,-0.060,0.948,-1.404,1.343,27.161
0.056,-0.056,0.958,-1.587,1.099,25.574
0.059,-0.050,0.955,-2.686,0.549,24.536
0.066,-0.037,0.942,-4.028,0.061,24.170
0.061,-0.038,0.936,-4.761,-0.488,24.963
0.057,-0.043,0.950,-5.432,-1.221,25.513
0.057,-0.046,0.957,-6.714,-1.953,25.696
0.060,-0.043,0.940,-7.263,-3.113,25.757
0.051,-0.042,0.943,-6.042,-3.418,25.757
0.049,-0.052,0.941,-5.066,-3.418,24.780
0.054,-0.060,0.948,-4.944,-3.723,23.926
0.057,-0.072,0.937,-5.859,-4.150,22.827
0.056,-0.074,0.941,-7.141,-4.639,21.973
0.067,-0.072,0.955,-8.606,-5.798,21.057
0.076,-0.061,0.940,-9.460,-6.409,20.508
0.069,-0.058,0.919,-8.606,-6.226,19.958
0.066,-0.050,0.894,-6.531,-5.127,18.799
0.068,-0.041,0.885,-3.723,-2.136,17.761
0.078,-0.035,0.891,-1.343,0.793,17.456
0.070,-0.034,0.905,-0.305,2.380,18.372
0.058,-0.038,0.920,-0.305,2.869,19.104
0.062,-0.032,0.924,-0.732,2.502,19.165
0.062,-0.030,0.922,-0.610,1.648,19.287
0.051,-0.034,0.926,-0.854,0.488,18.555
0.051,-0.029,0.928,-1.221,-0.427,17.029
0.060,-0.029,0.933,-1.648,-1.892,16.113
0.055,-0.032,0.943,-2.319,-4.272,15.564
0.048,-0.036,0.948,-3.235,-5.676,15.015
0.056,-0.027,0.946,-3.662,-6.592,14.648
0.058,-0.014,0.947,-2.930,-7.202,14.954
0.056,-0.006,0.932,-1.648,-7.507,15.137
0.053,-0.004,0.907,0.793,-6.348,15.259
0.051,-0.004,0.902,3.235,-4.395,15.686
0.049,-0.011,0.906,4.578,-2.075,16.113
0.060,-0.020,0.917,4.517,-0.183,16.907
0.056,-0.030,0.934,3.113,-0.061,18.066
0.056,-0.040,0.937,1.221,-0.793,18.311
0.060,-0.036,0.943,0.000,-1.953,18.188
0.070,-0.031,0.931,-0.549,-3.113,18.250
0.066,-0.024,0.914,-0.366,-3.418,18.738
0.060,-0.024,0.905,0.427,-2.625,18.799
0.062,-0.022,0.903,1.038,-1.282,18.921
0.067,-0.029,0.917,0.793,-0.610,19.470
0.064,-0.050,0.934,-0.061,-1.221,20.020
0.057,-0.069,0.946,-1.404,-2.319,19.836
0.062,-0.067,0.951,-2.502,-3.357,19.104
0.068,-0.055,0.944,-2.991,-4.028,18.494
0.065,-0.048,0.931,-1.892,-4.517,18.066
0.063,-0.037,0.917,0.061,-3.052,18.250
0.065,-0.029,0.909,1.953,-1.465,18.921
0.059,-0.032,0.905,3.357,0.122,20.081
0.054,-0.042,0.899,3.723,2.258,21.118
0.056,-0.056,0.895,3.174,4.822,21.729
0.067,-0.062,0.896,2.380,7.446,21.606
0.083,-0.058,0.901,1.648,9.644,21.240
0.092,-0.050,0.915,0.549,10.010,20.935
0.094,-0.045,0.926,-0.977,8.911,20.630
0.092,-0.044,0.922,-2.502,7.263,20.203
0.086,-0.043,0.931,-3.967,5.249,19.836
0.080,-0.042,0.936,-5.554,3.174,19.653
0.070,-0.042,0.931,-6.531,1.770,19.226
0.065,-0.040,0.934,-6.775,1.282,18.982
0.063,-0.031,0.930,-7.141,2.014,19.104
0.058,-0.024,0.927,-7.324,3.845,19.592
0.062,-0.018,0.918,-6.775,6.348,19.836
0.061,-0.008,0.928,-6.104,8.728,20.081
0.073,-0.005,0.932,-5.676,9.827,20.264
0.070,-0.012,0.942,-5.493,9.888,20.142
0.063,-0.013,0.944,-5.859,9.460,19.592
0.062,-0.021,0.948,-6.958,8.362,18.982
0.054,-0.021,0.953,-8.057,6.165,18.677
0.045,-0.023,0.956,-9.033,4.028,18.311
0.043,-0.028,0.950,-9.216,2.197,18.127
0.044,-0.025,0.949,-8.789,1.343,17.761
0.041,-0.026,0.939,-8.362,0.122,18.127
0.034,-0.027,0.932,-7.812,-0.366,18.677
0.033,-0.030,0.923,-7.019,0.122,19.287
0.030,-0.031,0.919,-5.981,1.038,19.775
0.030,-0.039,0.922,-4.883,2.075,20.264
0.027,-0.050,0.937,-4.456,2.441,20.813
0.030,-0.056,0.931,-4.517,2.136,21.118
0.026,-0.066,0.931,-4.089,2.197,21.484
0.020,-0.071,0.942,-3.723,2.075,21.301
0.032,-0.070,0.944,-3.845,1.465,21.179
0.028,-0.072,0.940,-3.479,0.305,21.240
0.020,-0.084,0.935,-2.991,0.122,20.813
0.018,-0.088,0.930,-2.441,0.183,19.958
0.018,-0.088,0.931,-2.136,0.305,19.165
0.015,-0.090,0.934,-2.258,0.366,18.799
0.014,-0.087,0.937,-2.869,0.061,18.372
0.016,-0.089,0.940,-3.418,-0.610,18.250
0.012,-0.092,0.936,-3.601,-1.282,18.066
0.005,-0.097,0.932,-3.174,-2.075,17.883
0.004,-0.099,0.921,-2.808,-2.502,17.639
0.005,-0.098,0.907,-2.625,-2.686,17.456
0.006,-0.091,0.901,-2.625,-2.625,17.151
0.013,-0.083,0.899,-2.808,-2.197,16.541
0.019,-0.093,0.906,-3.357,-2.197,16.418
0.024,-0.101,0.917,-4.700,-3.052,16.113
0.026,-0.107,0.937,-6.714,-4.089,15.869
0.038,-0.105,0.943,-8.545,-5.920,15.259
0.045,-0.103,0.944,-9.460,-7.263,14.771
0.043,-0.102,0.939,-9.277,-7.996,14.343
0.045,-0.104,0.933,-8.057,-7.507,13.855
0.045,-0.103,0.935,-6.348,-6.165,13.672
0.048,-0.106,0.937,-4.944,-4.333,13.855
0.052,-0.110,0.942,-3.540,-2.258,14.221
0.052,-0.112,0.948,-1.953,-0.671,14.404
0.051,-0.108,0.942,0.000,0.854,14.465
0.048,-0.114,0.929,1.831,1.709,14.221
0.045,-0.121,0.937,3.845,3.052,13.916
0.046,-0.133,0.952,4.578,2.991,13.306
0.057,-0.135,0.955,3.906,1.404,12.390
0.059,-0.142,0.951,2.930,-0.305,11.292
0.055,-0.140,0.957,1.892,-2.563,10.010
0.061,-0.127,0.956,1.038,-3.967,8.911
0.060,-0.124,0.949,0.854,-4.822,8.057
0.054,-0.124,0.941,1.221,-4.822,7.690
0.046,-0.126,0.936,2.441,-4.028,6.653
0.044,-0.131,0.932,3.784,-2.136,5.676
0.043,-0.130,0.940,4.456,-2.197,4.578
0.039,-0.146,0.939,4.211,-1.953,4.456
0.024,-0.147,0.954,3.784,0.000,4.456
0.023,-0.158,0.950,3.906,-0.061,4.089
0.019,-0.166,0.948,4.822,1.282,3.418
0.019,-0.180,0.958,6.592,2.380,2.197
0.008,-0.188,0.951,8.179,2.686,1.221
0.003,-0.200,0.944,9.460,3.113,0.488
-0.003,-0.222,0.943,10.437,3.235,-0.122
-0.013,-0.249,0.953,10.315,3.174,-0.610
-0.017,-0.281,0.972,8.423,1.892,-0.977
-0.021,-0.318,0.990,6.104,-0.122,-1.526
-0.033,-0.366,1.021,4.211,-3.174,-2.563
-0.045,-0.417,1.019,2.991,-6.714,-4.883
-0.065,-0.492,1.004,3.723,-8.911,-7.751
-0.086,-0.564,1.001,5.371,-8.118,-10.437
-0.093,-0.641,0.991,5.920,-6.714,-13.062
-0.120,-0.721,0.982,6.348,-5.249,-14.832
-0.136,-0.802,0.977,6.958,-2.747,-16.357
-0.159,-0.876,0.964,8.545,0.488,-18.799
-0.174,-0.961,0.963,10.986,3.418,-22.156
-0.189,-1.073,0.968,14.587,7.690,-27.222
-0.197,-1.195,1.035,18.066,10.620,-33.875
-0.225,-1.318,1.114,18.433,9.888,-44.189
-0.242,-1.419,1.175,15.625,0.549,-57.190
-0.292,-1.493,1.181,9.155,-16.907,-68.970
-0.364,-1.546,1.134,-1.343,-34.668,-77.881
-0.446,-1.590,1.069,-13.062,-44.434,-84.717
-0.534,-1.595,1.011,-21.362,-43.091,-90.149
-0.574,-1.588,0.946,-22.644,-27.222,-99.060
-0.563,-1.558,0.845,-11.536,3.601,-114.441
-0.514,-1.454,0.845,9.705,34.851,-135.681
-0.438,-1.295,0.917,29.785,48.889,-158.325
-0.419,-1.106,0.988,39.795,42.664,-178.467
-0.439,-0.827,0.978,38.696,20.691,-196.594
-0.463,-0.434,0.898,29.053,-7.996,-213.867
-0.525,-0.037,0.747,17.517,-28.748,-230.469
-0.641,0.411,0.620,14.099,-37.109,-246.033
-0.702,0.885,0.562,17.212,-34.607,-259.705
-0.750,1.302,0.589,22.217,-25.513,-266.235
-0.845,1.620,0.671,22.461,-25.146,-262.024
-0.919,1.840,0.748,11.841,-36.743,-249.268
-0.902,2.003,0.729,-5.859,-46.936,-230.042
-0.770,2.091,0.637,-19.592,-44.922,-204.529
-0.588,2.063,0.572,-21.973,-27.710,-174.622
-0.388,1.951,0.612,-14.832,-1.343,-145.386
-0.215,1.807,0.725,-5.249,21.484,-119.934
-0.067,1.677,0.876,1.648,33.142,-98.633
0.054,1.536,0.977,3.662,31.982,-81.238
0.144,1.418,0.987,2.502,22.583,-67.932

-0.169,-1.291,1.075,-14.099,-17.151,9.033
-0.202,-1.494,1.105,-15.930,-17.456,2.258
-0.220,-1.688,1.145,-16.479,-18.982,-5.737
-0.252,-1.850,1.134,-17.273,-21.423,-12.512
-0.308,-1.958,1.062,-19.043,-18.250,-18.738
-0.327,-2.002,0.970,-20.935,-5.798,-24.658
-0.339,-2.001,0.898,-19.714,15.259,-30.640
-0.366,-1.988,0.910,-14.893,36.621,-37.292
-0.381,-1.926,0.950,-5.432,53.528,-48.584
-0.381,-1.788,0.985,11.719,66.223,-67.993
-0.372,-1.588,1.015,38.330,66.040,-95.154
-0.442,-1.399,1.020,67.322,54.443,-125.305
-0.532,-1.175,1.032,88.257,29.663,-155.823
-0.615,-0.944,0.963,94.177,-6.104,-182.129
-0.750,-0.730,0.773,86.548,-40.344,-202.942
-0.898,-0.437,0.566,69.580,-64.636,-219.238
-0.970,-0.044,0.412,48.096,-68.542,-230.103
-0.936,0.394,0.355,31.006,-49.927,-235.901
-0.830,0.787,0.420,28.015,-19.897,-239.807
-0.701,1.092,0.574,37.415,-2.930,-242.676
-0.627,1.292,0.700,45.532,-5.981,-239.929
-0.591,1.383,0.741,42.114,-21.545,-230.713
-0.572,1.434,0.720,27.771,-38.025,-216.064
-0.537,1.441,0.606,10.254,-44.006,-199.585
-0.455,1.432,0.502,-1.404,-34.180,-181.885
-0.343,1.412,0.517,-5.859,-16.113,-163.452
-0.226,1.402,0.628,-6.958,4.150,-146.118
-0.124,1.410,0.791,-7.202,17.700,-131.165
-0.049,1.425,0.913,-7.507,20.630,-117.554
-0.023,1.432,0.957,-7.507,19.226,-110.779
0.017,1.418,0.998,-7.996,11.719,-96.802
0.022,1.378,0.988,-8.423,1.343,-82.642
0.024,1.314,0.934,-7.019,-5.554,-68.848
0.011,1.244,0.885,-2.747,-6.531,-54.810
0.026,1.154,0.887,2.869,-3.357,-40.466
0.053,1.084,0.929,8.179,1.648,-24.963
0.078,0.987,0.953,12.390,5.737,-10.193
0.105,0.882,0.969,15.869,8.484,1.587
0.133,0.779,0.981,18.311,8.606,10.193
0.150,0.689,0.987,18.982,6.287,16.357
0.152,0.590,0.990,17.761,3.235,20.813
0.141,0.505,0.984,15.503,0.427,22.522
0.136,0.456,0.981,13.123,-1.709,22.400
0.135,0.413,0.986,11.292,-3.906,22.827
0.136,0.387,0.982,8.484,-8.118,26.184
0.116,0.357,0.962,2.991,-13.184,32.837
0.083,0.321,0.925,-2.991,-15.198,39.917
0.065,0.292,0.900,-6.104,-13.733,44.556
0.064,0.247,0.912,-5.981,-11.353,46.387
0.068,0.210,0.937,-4.272,-9.644,46.021
0.072,0.183,0.951,-2.625,-8.972,44.861
0.061,0.165,0.964,-1.221,-10.742,43.640
0.047,0.156,0.950,0.122,-11.963,42.114
0.037,0.143,0.922,2.380,-10.559,40.710
0.020,0.145,0.924,4.761,-9.338,40.833
0.010,0.146,0.910,6.165,-8.972,41.809
0.006,0.147,0.899,6.531,-7.263,44.739
-0.005,0.143,0.892,5.188,-6.714,49.194
-0.017,0.133,0.877,3.052,-4.639,53.162
-0.023,0.120,0.875,1.953,-0.671,55.298
-0.031,0.104,0.889,1.587,2.014,56.030
-0.019,0.083,0.926,1.099,3.906,55.542
-0.014,0.075,0.939,-0.671,3.662,54.626
-0.004,0.073,0.952,-2.380,2.258,53.528
-0.004,0.053,0.932,-3.418,0.244,53.284
-0.019,0.042,0.898,-2.441,-0.366,52.734
-0.014,0.071,0.976,2.258,5.310,53.284
-0.006,0.033,0.965,-1.648,5.676,56.152
0.010,0.031,0.922,-5.005,3.357,59.570
0.015,0.017,0.923,-5.676,-0.183,61.768
0.019,0.001,0.922,-6.409,0.549,62.683
0.015,-0.018,0.924,-7.080,3.052,63.049
0.019,-0.040,0.938,-7.446,4.456,62.500
0.002,-0.055,0.957,-8.362,4.211,61.340
0.034,-0.045,0.973,-9.827,1.770,60.181
0.037,-0.039,0.980,-12.085,-1.953,60.364
0.037,-0.045,0.972,-14.343,-5.188,60.303
0.053,-0.048,0.958,-16.235,-7.996,59.937
0.042,-0.058,0.933,-17.334,-10.620,59.692
0.041,-0.060,0.933,-17.761,-11.597,58.777
0.048,-0.071,0.929,-17.822,-11.230,57.678
0.043,-0.084,0.922,-16.785,-9.583,56.213
0.055,-0.091,0.929,-15.198,-7.690,53.894
0.056,-0.099,0.930,-13.855,-7.141,52.063
0.050,-0.106,0.939,-12.695,-6.775,50.537
0.057,-0.107,0.946,-12.085,-6.226,48.096
0.050,-0.112,0.946,-10.803,-5.981,45.349
0.059,-0.099,0.935,-8.362,-6.348,42.358
0.069,-0.108,0.923,-5.066,-5.676,39.612
0.055,-0.120,0.914,-1.282,-5.554,36.865
0.054,-0.134,0.917,1.099,-4.639,33.508
0.063,-0.130,0.902,2.441,-3.906,30.212
0.069,-0.122,0.902,3.479,-3.601,28.564
0.067,-0.104,0.899,2.991,-3.967,28.381
0.101,-0.090,0.888,2.563,-2.625,28.442
0.097,-0.085,0.880,3.113,-1.770,29.663
0.085,-0.094,0.898,3.540,-0.916,29.907
0.089,-0.099,0.907,3.235,-0.671,28.564
0.089,-0.100,0.924,3.113,-1.404,26.917
0.088,-0.089,0.950,2.319,-3.601,24.963
0.098,-0.059,0.947,1.343,-7.324,23.437
0.090,-0.042,0.921,1.648,-9.338,22.705
0.080,-0.019,0.897,3.174,-7.812,22.705
0.076,-0.014,0.887,5.188,-4.395,23.193
0.068,-0.019,0.906,6.592,-0.427,24.170
0.070,-0.022,0.924,6.653,1.526,24.780
0.086,-0.026,0.939,6.042,2.380,25.452
0.084,-0.027,0.961,4.578,2.747,26.672
0.081,-0.023,0.954,2.563,2.380,27.161
0.103,-0.005,0.957,1.831,2.380,26.917
0.089,-0.004,0.960,1.587,1.160,27.039
0.085,-0.008,0.962,1.160,0.244,26.306
0.090,-0.013,0.970,0.244,-0.671,25.330
0.087,-0.023,0.980,-1.282,-2.380,24.475
0.085,-0.027,0.993,-3.113,-4.333,23.071
0.091,-0.021,0.995,-4.822,-6.775,21.729
0.085,-0.019,0.979,-5.920,-9.277,21.057
0.072,-0.013,0.956,-5.798,-10.437,20.508
0.073,0.003,0.940,-4.639,-9.460,19.958
0.079,0.001,0.931,-2.136,-7.629,19.897
0.078,0.000,0.930,0.610,-4.944,19.958
0.075,-0.001,0.927,2.563,-2.258,20.447
0.078,-0.009,0.923,3.479,-0.610,21.179
0.075,-0.021,0.921,3.540,0.305,22.095
0.077,-0.029,0.911,2.747,0.793,22.827
0.079,-0.042,0.923,1.282,0.793,23.560
0.088,-0.043,0.927,-0.610,-0.305,23.743
0.095,-0.047,0.925,-1.892,-1.831,23.926
0.088,-0.052,0.916,-2.441,-3.113,23.865
0.088,-0.051,0.903,-2.075,-3.052,23.132
0.084,-0.049,0.903,-0.977,-2.014,21.912
0.100,-0.043,0.905,-0.122,-0.549,20.386
0.109,-0.040,0.905,0.305,-0.366,19.714
0.086,-0.048,0.905,0.793,-0.610,19.531
0.081,-0.043,0.909,0.488,-1.038,18.433
0.089,-0.044,0.910,0.122,-1.343,17.334
0.088,-0.043,0.912,0.000,-2.258,16.602
0.076,-0.049,0.905,0.305,-2.258,15.930
0.074,-0.043,0.904,0.854,-2.258,15.015
0.062,-0.040,0.891,1.709,-2.686,14.465
0.076,-0.032,0.881,3.296,-2.380,13.794
0.072,-0.022,0.856,5.554,-1.343,13.672
0.069,-0.019,0.853,8.118,0.122,13.245
0.073,-0.018,0.859,9.888,1.038,13.245
0.073,-0.023,0.873,10.376,1.587,13.672
0.069,-0.033,0.903,9.216,0.732,14.465
0.064,-0.030,0.927,6.714,-1.587,14.526
0.066,-0.023,0.935,4.211,-4.456,14.465
0.063,-0.007,0.927,2.502,-6.104,13.977
0.057,0.005,0.923,1.709,-6.714,14.160
0.061,0.011,0.922,1.404,-6.897,14.709
0.059,0.011,0.918,1.709,-5.310,15.869
0.057,0.000,0.925,2.014,-3.296,16.602
0.075,0.004,0.932,2.136,-1.587,16.968
0.074,-0.008,0.937,1.770,0.366,18.127
0.072,-0.015,0.948,0.916,1.465,19.165
0.081,-0.017,0.955,-0.122,1.221,19.409
0.078,-0.021,0.953,-0.854,0.977,19.287
0.075,-0.027,0.952,-1.404,1.160,18.738
0.095,-0.025,0.950,-2.258,0.977,17.883
0.092,-0.027,0.946,-2.747,0.671,17.456
0.091,-0.028,0.946,-3.235,1.038,16.785
0.095,-0.031,0.949,-4.028,0.305,15.991
0.097,-0.037,0.957,-4.944,-0.916,15.503
0.090,-0.034,0.952,-6.165,-2.136,14.771
0.089,-0.025,0.952,-6.897,-3.601,13.794
0.089,-0.020,0.948,-7.019,-4.578,12.878
0.081,-0.016,0.938,-6.714,-4.761,12.512
0.077,-0.024,0.939,-6.104,-4.822,12.207
0.068,-0.036,0.941,-6.287,-4.272,11.963
0.070,-0.035,0.943,-7.141,-3.845,11.902
0.069,-0.027,0.937,-8.423,-3.967,12.451
0.067,-0.023,0.926,-9.033,-3.784,13.306
0.067,-0.013,0.908,-8.179,-2.441,13.672
0.069,-0.004,0.901,-6.470,-0.061,14.282
0.078,-0.003,0.909,-4.700,2.136,14.832
0.079,-0.016,0.923,-3.418,3.052,15.381
0.082,-0.033,0.931,-3.357,2.380,15.198
0.083,-0.034,0.936,-4.333,1.160,14.343
0.081,-0.025,0.933,-5.310,-0.305,13.733
0.078,-0.011,0.914,-6.104,-0.916,13.550
0.076,-0.002,0.914,-6.531,0.061,14.282
0.078,0.000,0.917,-6.226,1.526,15.686
0.072,-0.006,0.920,-5.432,2.930,16.724
0.071,-0.019,0.931,-4.578,3.784,17.517
0.069,-0.024,0.933,-4.028,3.967,17.761
0.069,-0.026,0.945,-3.601,3.784,17.517
0.072,-0.023,0.951,-3.479,2.686,17.578
0.065,-0.020,0.935,-2.991,2.197,17.761
0.061,-0.015,0.921,-1.892,3.174,18.005
0.066,-0.018,0.919,-1.282,4.700,18.127
0.070,-0.025,0.925,-1.221,5.371,18.311
0.074,-0.036,0.937,-1.953,5.066,17.883
0.075,-0.041,0.941,-2.991,3.784,17.273
0.053,-0.046,0.944,-4.272,2.502,16.541
0.084,-0.034,0.944,-5.188,1.404,15.747
0.076,-0.028,0.954,-5.615,-1.038,17.456
0.056,-0.036,0.946,-5.920,-2.991,18.677
0.052,-0.046,0.935,-5.493,-2.686,19.409
0.046,-0.057,0.927,-3.906,-1.892,19.348
0.049,-0.060,0.933,-2.197,-0.122,19.226
0.052,-0.064,0.928,-1.343,1.343,19.592
0.055,-0.067,0.926,-0.549,2.563,20.020
0.057,-0.075,0.927,-0.061,3.784,20.081
0.060,-0.084,0.932,-0.122,4.089,19.836
0.063,-0.084,0.948,-0.732,2.625,19.470
0.065,-0.095,0.948,-1.831,-0.244,19.165
0.054,-0.101,0.937,-2.747,-2.686,18.494
0.051,-0.097,0.918,-2.930,-3.479,17.456
0.051,-0.085,0.904,-2.808,-2.991,16.357
0.048,-0.079,0.898,-2.441,-1.343,15.930
0.045,-0.083,0.913,-2.258,0.305,15.442
0.051,-0.088,0.920,-2.441,1.465,14.954
0.060,-0.090,0.931,-2.625,1.526,14.832
0.060,-0.083,0.935,-2.869,0.916,14.893
0.057,-0.077,0.939,-2.747,0.549,14.771
0.054,-0.065,0.937,-1.831,0.916,14.343
0.055,-0.057,0.933,-0.061,1.587,13.916
0.055,-0.060,0.945,1.465,1.160,13.794
0.047,-0.071,0.951,1.648,-0.427,13.977
0.034,-0.080,0.950,0.549,-2.930,13.855
0.044,-0.071,0.965,-1.099,-4.028,13.245
0.050,-0.056,0.963,-2.686,-6.165,13.611
0.049,-0.045,0.959,-3.601,-7.812,14.465
0.045,-0.049,0.946,-3.296,-8.057,14.832
0.046,-0.061,0.936,-1.709,-6.897,14.648
0.045,-0.068,0.934,0.061,-4.639,14.099
0.045,-0.066,0.938,1.465,-3.052,13.428
0.058,-0.066,0.951,1.587,-2.625,13.184
0.078,-0.067,0.964,1.831,-2.380,13.794
0.060,-0.062,0.964,2.197,-4.150,14.648
0.061,-0.077,0.950,2.747,-6.165,14.465
0.058,-0.070,0.926,4.150,-4.883,14.832
0.055,-0.070,0.918,5.920,-2.869,14.954
0.055,-0.077,0.919,7.385,-0.244,15.076
0.056,-0.087,0.924,7.935,1.770,15.564
0.054,-0.095,0.940,7.446,2.686,15.747
0.062,-0.103,0.954,6.287,1.709,15.381
0.061,-0.104,0.954,4.883,0.000,14.709
0.060,-0.109,0.948,4.028,-2.014,14.099
0.054,-0.112,0.940,3.967,-3.357,13.733
0.048,-0.114,0.932,4.456,-4.211,13.428
0.043,-0.122,0.929,5.310,-3.967,13.428
0.041,-0.124,0.927,5.737,-3.845,13.367
0.045,-0.125,0.924,6.409,-4.395,13.123
0.042,-0.136,0.915,7.385,-4.639,13.000
0.037,-0.143,0.910,8.118,-3.906,12.817
0.038,-0.155,0.906,8.423,-3.357,12.695
0.036,-0.171,0.902,8.484,-3.113,12.756
0.033,-0.199,0.896,8.057,-3.540,12.939
0.027,-0.232,0.878,6.775,-3.540,13.184
0.026,-0.267,0.871,4.944,-1.587,12.817
0.029,-0.321,0.878,3.296,-0.427,11.780
0.030,-0.376,0.906,0.732,0.793,9.888
0.034,-0.438,0.941,-2.502,0.427,7.080
0.042,-0.492,0.975,-5.554,-1.160,3.967
0.036,-0.574,1.013,-7.751,-2.930,0.793
0.005,-0.702,1.053,-8.484,-7.080,-3.540
-0.034,-0.865,1.064,-8.362,-12.878,-9.094
-0.110,-1.081,1.021,-8.728,-16.602,-15.076
-0.173,-1.298,0.964,-9.644,-17.517,-20.752
-0.234,-1.576,0.932,-12.451,-18.860,-23.193
-0.322,-1.947,0.875,-17.456,-24.658,-21.973
-0.464,-2.257,0.788,-25.513,-22.583,-25.696
-0.499,-2.403,0.705,-33.997,-13.245,-40.710
-0.397,-2.442,0.680,-40.710,5.859,-62.378
-0.314,-2.397,0.666,-43.335,26.184,-86.670
-0.260,-2.236,0.717,-39.124,43.152,-113.464
-0.194,-2.033,0.838,-27.405,55.664,-142.029
-0.186,-1.781,0.998,-10.559,56.885,-173.096
-0.239,-1.498,1.065,6.287,42.480,-204.468
-0.336,-1.103,1.021,19.958,19.226,-232.300
-0.504,-0.702,0.897,25.024,0.183,-253.662
-0.779,-0.305,0.787,23.560,-2.625,-270.630
-1.027,0.184,0.797,18.250,4.456,-284.973
-1.149,0.744,0.864,11.597,12.756,-294.067
-1.257,1.283,0.901,9.583,9.399,-292.236
-1.377,1.673,0.878,12.451,-4.395,-279.663
-1.417,1.933,0.814,13.794,-16.357,-259.338
-1.278,2.080,0.698,11.292,-15.198,-229.919
-1.047,2.060,0.591,9.216,3.357,-193.359
-0.799,1.937,0.659,11.963,31.006,-159.485
-0.504,1.795,0.801,14.893,54.077,-135.071
-0.257,1.675,0.976,12.146,66.223,-114.319
-0.076,1.573,1.059,6.042,56.213,-99.609
0.070,1.524,1.146,1.343,38.635,-90.210
0.141,1.467,1.185,-2.197,18.982,-80.200
0.136,1.376,1.185,-3.967,2.136,-67.200

0.101,1.205,1.160,-2.258,-10.132,-49.255
0.104,1.111,1.170,2.930,-13.794,-38.574
0.109,1.037,1.163,9.094,-17.517,-26.611
0.078,0.975,1.136,15.869,-20.264,-13.184
0.061,0.922,1.118,24.048,-18.311,-0.488
0.070,0.866,1.101,32.532,-12.573,10.803
0.073,0.796,1.074,39.063,-9.705,21.118
0.064,0.721,1.010,43.152,-9.460,29.053
0.082,0.658,0.990,43.884,-8.423,34.790
0.072,0.583,0.940,38.574,-8.423,41.382
0.062,0.502,0.900,32.532,-10.864,44.067
0.092,0.450,0.916,26.367,-12.512,43.396
0.111,0.414,0.900,18.250,-13.855,43.884
0.087,0.378,0.890,12.024,-14.221,46.326
0.066,0.348,0.903,9.216,-13.733,46.936
0.077,0.324,0.915,8.972,-10.681,47.485
0.087,0.292,0.943,9.277,-9.766,48.950
0.085,0.257,0.952,9.033,-11.536,51.575
0.061,0.222,0.946,7.935,-12.451,55.176
0.049,0.205,0.939,5.859,-12.878,57.922
0.046,0.203,0.918,4.089,-12.390,60.608
0.033,0.195,0.894,3.967,-10.254,63.416
0.012,0.184,0.888,5.615,-5.920,65.125
0.010,0.175,0.891,7.507,-1.770,65.674
0.012,0.163,0.892,9.094,2.319,66.406
0.005,0.136,0.902,10.010,4.944,66.833
0.009,0.104,0.900,9.827,7.080,65.735
0.004,0.080,0.899,8.179,7.874,63.354
0.010,0.068,0.909,4.517,8.423,60.608
0.030,0.058,0.923,-0.244,7.202,58.716
0.026,0.047,0.940,-4.822,4.395,57.678
0.037,0.029,0.961,-9.216,-0.366,56.641
0.032,0.007,0.977,-13.916,-5.920,56.702
0.029,-0.001,0.980,-18.494,-10.498,57.068
0.036,0.002,0.978,-21.973,-13.489,58.350
0.044,0.014,0.966,-23.437,-14.709,59.998
0.050,0.015,0.940,-21.851,-12.756,61.584
0.048,0.005,0.931,-17.700,-8.972,62.439
0.052,-0.006,0.937,-13.062,-4.822,61.829
0.063,-0.028,0.944,-9.155,-1.587,60.669
0.072,-0.048,0.948,-7.080,-0.305,59.448
0.075,-0.061,0.945,-6.592,-0.732,57.739
0.075,-0.064,0.937,-6.836,-1.648,55.847
0.082,-0.060,0.916,-7.568,-1.892,53.772
0.088,-0.053,0.909,-7.935,-1.709,52.551
0.099,-0.045,0.899,-8.911,-1.526,50.964
0.104,-0.039,0.885,-9.705,-1.038,49.500
0.107,-0.033,0.877,-9.888,-1.465,48.462
0.104,-0.030,0.875,-9.827,-1.282,48.218
0.108,-0.022,0.889,-9.827,-1.221,48.401
0.113,-0.018,0.883,-9.583,-1.892,49.255
0.103,-0.025,0.865,-8.240,-1.343,49.866
0.102,-0.031,0.864,-6.348,0.488,50.171
0.106,-0.039,0.870,-4.822,1.648,49.866
0.095,-0.068,0.876,-4.333,3.052,49.683
0.088,-0.089,0.886,-4.700,4.211,48.706
0.089,-0.103,0.911,-5.981,4.272,46.875
0.092,-0.110,0.922,-7.812,2.136,44.739
0.092,-0.111,0.912,-9.216,-0.549,42.725
0.087,-0.124,0.910,-10.071,-2.686,40.588
0.083,-0.131,0.912,-10.864,-4.333,38.513
0.077,-0.139,0.910,-11.353,-4.639,36.682
0.073,-0.144,0.922,-11.475,-5.432,35.645
0.062,-0.143,0.919,-11.292,-5.737,35.461
0.056,-0.144,0.914,-9.338,-3.967,35.034
0.059,-0.137,0.904,-6.470,-0.488,34.302
