aX,aY,aZ,gX,gY,gZ
0.129,0.079,0.918,4.456,10.010,12.451
0.126,0.083,0.921,3.235,9.338,11.719
0.127,0.095,0.934,1.282,8.850,11.169
0.129,0.104,0.944,-1.282,8.301,11.047
0.129,0.106,0.954,-4.028,8.301,11.047
0.126,0.110,0.958,-5.859,8.606,10.925
0.123,0.115,0.974,-6.348,9.460,10.559
0.125,0.124,0.975,-5.432,9.338,9.949
0.115,0.130,0.967,-3.601,8.423,9.216
0.103,0.139,0.953,-1.343,7.812,8.179
0.097,0.145,0.938,0.244,7.751,7.446
0.093,0.144,0.941,0.488,7.812,7.568
0.086,0.140,0.951,-0.732,7.507,8.728
0.077,0.128,0.960,-2.869,7.812,10.254
0.078,0.118,0.977,-5.005,8.545,11.414
0.077,0.106,0.990,-6.165,8.057,12.390
0.062,0.091,0.991,-6.226,7.385,12.512
0.051,0.080,0.986,-4.944,7.019,11.414
0.049,0.082,1.000,-3.723,6.409,10.071
0.057,0.087,1.000,-3.540,3.784,9.155
0.069,0.097,0.976,-3.052,-2.502,9.094
0.047,0.095,1.005,-3.540,-4.883,9.949
0.057,0.080,0.967,-5.676,-5.249,10.376
0.063,0.069,0.945,-6.287,-6.531,11.963
0.078,0.038,0.958,-8.118,-7.507,13.855
0.078,0.042,0.962,-11.719,-8.911,16.907
0.056,0.052,0.973,-16.052,-14.648,19.775
0.042,0.059,0.973,-19.043,-20.996,21.301
0.054,0.068,0.960,-19.775,-24.536,21.973
0.064,0.073,0.944,-17.944,-26.428,22.400
0.065,0.059,0.936,-14.282,-25.024,21.851
0.079,0.044,0.925,-9.338,-20.081,20.264
0.071,0.028,0.917,-4.028,-12.756,18.738
0.067,0.017,0.925,0.732,-7.202,17.273
0.049,0.016,0.934,4.028,-4.456,16.235
0.060,0.015,0.938,7.141,-2.747,15.137
0.070,0.014,0.933,10.071,-0.732,14.526
0.060,0.020,0.920,13.123,2.808,13.550
0.040,0.027,0.915,16.235,4.944,11.658
0.047,0.034,0.916,19.348,4.028,8.301
0.072,0.023,0.913,21.790,3.784,6.165
0.103,0.011,0.922,22.766,4.517,5.859
0.116,0.022,0.930,22.400,5.493,6.653
0.109,0.020,0.936,20.935,4.578,7.019
0.114,0.024,0.935,19.409,0.427,6.897
0.113,0.028,0.918,18.188,-4.272,6.714
0.103,0.030,0.903,17.334,-6.958,6.775
0.102,0.034,0.883,16.846,-6.409,7.324
0.100,0.038,0.871,17.029,-2.991,7.507
0.106,0.054,0.886,17.151,1.892,7.629
0.111,0.072,0.910,16.846,5.005,7.935
0.108,0.099,0.931,16.541,5.310,8.301
0.093,0.119,0.934,16.724,3.113,8.179
0.092,0.116,0.931,17.151,-0.549,5.920
0.104,0.100,0.921,17.029,-2.563,3.113
0.098,0.085,0.917,15.381,-1.221,1.038
0.101,0.102,0.914,12.146,1.099,0.000
0.093,0.122,0.902,8.240,2.563,0.305
0.091,0.139,0.893,4.822,4.028,0.732
0.081,0.142,0.878,2.380,6.348,1.282
0.064,0.147,0.871,1.282,9.766,1.343
0.059,0.130,0.870,1.343,15.015,1.343
0.054,0.108,0.874,2.136,20.569,1.831
0.024,0.049,0.856,1.343,27.283,2.991
-0.021,0.008,0.831,-3.235,38.635,3.357
-0.062,0.004,0.849,-11.475,47.852,1.526
-0.014,0.042,0.891,-21.545,48.096,-1.526
0.081,0.101,0.926,-31.067,42.969,-0.732
0.126,0.158,0.969,-36.072,35.461,4.272
0.120,0.177,0.996,-35.706,26.245,9.949
0.107,0.176,0.989,-33.386,21.729,11.841
0.092,0.157,0.969,-25.024,16.968,12.817
0.084,0.129,0.983,-14.099,13.977,10.681
0.108,0.108,1.023,-5.066,7.385,7.629
0.116,0.074,1.045,-0.061,-2.563,6.470
0.085,0.044,1.003,1.648,-12.512,6.592
0.038,0.026,0.936,1.953,-16.907,6.226
0.010,0.019,0.882,2.014,-13.611,4.517
0.018,0.029,0.875,2.197,-6.653,2.319
0.038,0.051,0.910,1.648,-2.441,0.977
0.052,0.082,0.920,0.671,-1.953,1.099
0.052,0.103,0.933,0.549,-2.258,1.892
0.051,0.106,0.952,1.526,-3.967,2.747
0.060,0.117,0.968,3.113,-6.165,3.845
0.052,0.110,0.973,5.188,-9.155,4.517
0.039,0.090,0.973,7.202,-12.756,4.333
0.035,0.073,0.969,7.935,-16.907,3.601
0.042,0.070,0.966,7.080,-20.752,3.418
0.062,0.060,0.971,4.333,-24.109,3.845
0.047,0.065,0.923,1.038,-23.987,4.333
0.042,0.083,0.912,-1.099,-19.287,3.967
0.052,0.097,0.923,-2.197,-15.686,3.540
0.072,0.099,0.945,-2.625,-15.259,3.601
0.082,0.085,0.965,-3.174,-17.029,4.150
0.073,0.090,0.946,-2.991,-19.653,4.944
0.066,0.098,0.924,-1.953,-22.217,3.967
0.048,0.087,0.888,-1.282,-21.973,3.113
0.036,0.074,0.848,-1.160,-17.151,2.869
0.042,0.060,0.844,-1.709,-7.568,3.479
0.046,0.057,0.864,-3.235,2.502,4.883
0.053,0.049,0.886,-5.066,10.864,6.287
0.048,0.044,0.896,-6.042,17.578,6.775
0.058,0.057,0.923,-5.798,23.010,6.104
0.064,0.073,0.958,-4.456,26.123,5.310
0.062,0.083,0.975,-2.319,25.452,5.127
0.051,0.095,0.962,0.427,24.353,5.615
0.037,0.102,0.947,4.211,24.841,5.371
0.031,0.095,0.947,7.568,25.879,5.615
0.031,0.094,0.962,9.644,26.489,6.592
0.036,0.096,0.967,9.583,25.024,7.874
0.031,0.093,0.965,8.545,22.217,8.545
0.028,0.090,0.958,6.897,19.714,8.362
0.028,0.089,0.954,5.676,16.907,7.568
0.025,0.091,0.952,4.761,14.221,6.897
0.027,0.088,0.948,3.967,11.353,6.348
0.023,0.089,0.950,2.991,9.033,5.798
0.020,0.090,0.946,1.892,6.836,5.127
0.017,0.090,0.935,0.610,5.859,4.456
0.019,0.090,0.934,-0.244,5.859,3.906
0.020,0.093,0.937,-1.282,5.554,3.174
0.019,0.096,0.939,-2.258,4.211,2.319
0.018,0.102,0.953,-3.113,2.014,1.770
0.015,0.106,0.952,-4.089,-1.099,1.770
0.007,0.103,0.940,-4.456,-3.540,2.197
0.008,0.108,0.935,-4.089,-4.639,2.563
0.010,0.112,0.931,-3.601,-5.371,3.418
0.009,0.112,0.917,-2.747,-5.066,4.578
0.007,0.106,0.914,-1.282,-3.540,5.127
0.014,0.099,0.923,0.305,-2.258,5.249
0.017,0.097,0.928,1.038,-2.319,5.371
0.016,0.098,0.932,0.854,-3.662,5.615
0.011,0.093,0.933,0.488,-4.639,5.920
0.013,0.090,0.925,0.366,-5.249,5.615
0.014,0.092,0.927,0.610,-5.249,4.883
0.019,0.094,0.921,0.732,-5.310,4.456
0.021,0.095,0.922,1.099,-5.127,4.517
0.019,0.100,0.921,1.404,-4.639,4.578
0.020,0.104,0.917,1.526,-3.967,4.517
0.022,0.114,0.924,1.892,-2.869,4.578
0.026,0.118,0.931,2.075,-2.380,5.310
0.022,0.116,0.925,2.258,-2.380,5.981
0.019,0.112,0.929,2.747,-2.075,6.592
0.021,0.109,0.936,3.174,-1.953,7.141
0.018,0.104,0.932,3.540,-1.465,7.629
0.016,0.100,0.931,4.517,-0.732,7.568
0.018,0.097,0.921,5.188,-0.244,6.348
0.016,0.095,0.924,5.188,0.671,5.188
0.010,0.098,0.918,4.272,1.282,4.089
0.012,0.101,0.915,3.296,2.197,3.479
0.008,0.102,0.912,2.014,3.906,3.418
0.013,0.111,0.921,0.732,5.005,3.784
0.018,0.117,0.925,0.122,5.554,4.456
0.024,0.120,0.937,-0.183,6.226,5.066
0.026,0.125,0.953,-0.244,5.554,5.798
0.028,0.121,0.952,-0.122,3.845,6.165
0.026,0.116,0.959,0.122,1.770,6.348
0.021,0.104,0.952,0.427,-0.061,6.165

-0.302,-1.347,1.031,-72.876,-39.734,-17.883
-0.364,-1.539,1.026,-80.688,-41.138,-21.973
-0.476,-1.885,1.051,-95.154,-35.217,-30.579
-0.555,-2.118,1.088,-105.286,-22.400,-39.734
-0.611,-2.237,1.116,-107.300,-7.629,-51.453
-0.638,-2.214,1.154,-99.121,5.554,-66.284
-0.628,-2.133,1.170,-81.848,17.395,-81.177
-0.674,-1.986,1.172,-58.228,27.588,-96.252
-0.701,-1.792,1.080,-31.311,36.621,-114.075
-0.742,-1.578,0.997,-3.052,49.500,-133.545
-0.763,-1.314,0.958,20.203,60.120,-154.419
-0.790,-1.010,0.907,33.997,65.063,-172.791
-0.786,-0.609,0.896,38.269,66.223,-188.232
-0.759,-0.171,0.867,38.879,61.218,-198.792
-0.745,0.295,0.813,42.786,56.763,-204.895
-0.694,0.659,0.778,52.734,57.983,-210.999
-0.669,0.928,0.788,68.176,54.688,-221.802
-0.602,1.203,0.786,77.026,38.696,-234.497
-0.541,1.390,0.727,70.557,15.930,-239.746
-0.567,1.500,0.642,52.124,-2.869,-236.023
-0.590,1.568,0.590,25.696,-14.832,-227.295
-0.544,1.615,0.563,-0.488,-16.235,-214.478
-0.450,1.640,0.620,-17.700,-9.216,-197.876
-0.352,1.624,0.723,-24.597,1.099,-178.894
-0.260,1.576,0.871,-23.865,9.033,-159.180
-0.172,1.501,0.998,-23.437,10.498,-139.099
-0.128,1.406,1.056,-23.743,4.089,-121.155
-0.067,1.336,1.091,-20.020,-3.601,-108.459
0.015,1.291,1.127,-14.099,-10.132,-98.328
0.080,1.250,1.138,-8.850,-17.395,-87.341
0.110,1.206,1.114,-4.028,-24.658,-75.500
0.143,1.175,1.068,2.258,-29.480,-62.073
0.167,1.135,1.001,11.230,-29.785,-47.119
0.182,1.077,0.957,21.606,-26.611,-31.189
0.184,0.997,0.932,30.334,-21.729,-15.015
0.194,0.925,0.927,35.645,-18.372,0.122
0.199,0.851,0.922,37.659,-17.151,13.916
0.188,0.782,0.902,37.048,-16.235,25.452
0.178,0.721,0.888,35.461,-14.954,34.546
0.167,0.673,0.883,32.776,-14.404,41.748
0.164,0.629,0.883,29.541,-14.587,47.119
0.153,0.585,0.875,26.794,-16.174,51.392
0.134,0.529,0.858,24.048,-17.029,54.626
0.118,0.480,0.850,21.423,-17.273,56.458
0.098,0.444,0.844,18.616,-17.578,57.617
0.077,0.413,0.850,15.381,-17.700,59.692
0.039,0.383,0.827,12.390,-17.395,62.561
0.013,0.340,0.804,10.925,-13.977,64.514
-0.004,0.306,0.823,10.803,-9.277,65.430
-0.009,0.270,0.847,10.193,-5.981,66.101
-0.018,0.229,0.875,8.423,-3.967,67.688
-0.033,0.190,0.884,5.066,-3.052,69.275
-0.048,0.158,0.885,1.831,-1.404,70.740
-0.063,0.135,0.911,-0.977,0.183,72.205
-0.076,0.091,0.915,-3.906,0.977,73.364
-0.085,0.049,0.953,-5.798,1.587,73.364
-0.081,0.022,0.983,-8.301,0.671,72.144
-0.075,0.010,1.005,-10.132,-1.953,70.190
-0.067,-0.000,1.014,-10.498,-5.432,67.688
-0.056,-0.005,1.012,-9.277,-8.972,64.026
-0.046,-0.009,1.004,-6.531,-11.780,59.998
-0.038,-0.017,1.000,-3.662,-14.343,55.969
-0.023,-0.029,0.997,-1.465,-17.578,52.124
-0.034,-0.056,1.001,-0.793,-20.874,49.438
-0.043,-0.089,0.991,-2.075,-23.132,46.509
-0.055,-0.108,0.990,-5.005,-23.437,44.128
-0.054,-0.102,0.986,-9.216,-22.339,42.542
-0.038,-0.078,0.982,-12.207,-20.142,42.175
-0.024,-0.059,0.989,-12.878,-17.944,43.213
-0.014,-0.035,0.978,-11.230,-15.991,44.800
0.001,-0.012,0.965,-6.714,-12.817,46.265
0.006,-0.000,0.950,-0.061,-8.972,47.424
0.014,0.001,0.933,7.690,-4.944,47.241
0.011,-0.021,0.930,14.038,-0.977,46.875
0.006,-0.043,0.943,16.785,1.221,45.898
0.000,-0.062,0.939,15.686,1.892,44.739
-0.001,-0.068,0.934,12.268,2.380,42.908
0.009,-0.066,0.945,7.385,2.441,41.077
0.024,-0.053,0.963,1.709,0.183,39.429
0.035,-0.040,0.958,-3.601,-4.028,38.208
0.035,-0.038,0.952,-6.836,-8.057,36.865
0.042,-0.034,0.952,-8.240,-10.437,34.790
0.050,-0.027,0.952,-8.118,-12.756,32.471
0.050,-0.019,0.948,-6.958,-14.648,30.640
0.052,-0.003,0.943,-5.249,-16.235,29.602
0.056,0.013,0.925,-2.319,-16.541,29.541
0.054,0.027,0.895,1.526,-15.259,30.029
0.049,0.034,0.879,6.042,-12.146,30.579
0.058,0.050,0.880,9.644,-8.850,31.433
0.067,0.052,0.880,11.536,-6.653,33.386
0.064,0.047,0.864,12.085,-4.395,35.522
0.068,0.041,0.858,12.512,-0.305,36.804
0.085,0.026,0.887,12.329,3.357,37.048
0.102,0.018,0.921,10.925,3.967,36.621
0.113,0.014,0.952,8.850,1.587,35.461
0.115,0.013,0.961,6.775,-2.930,33.875
0.113,0.010,0.952,5.371,-6.592,31.555
0.107,0.011,0.949,4.822,-9.155,28.748
0.101,0.020,0.954,4.150,-11.292,26.489
0.090,0.026,0.942,3.601,-12.939,25.391
0.076,0.033,0.919,3.845,-12.634,25.330
0.056,0.045,0.895,5.371,-9.705,26.123
0.044,0.062,0.872,7.690,-4.761,28.076
0.041,0.086,0.863,10.925,1.953,31.677
0.044,0.098,0.872,14.526,8.789,36.743
0.045,0.096,0.877,17.700,15.198,41.931
0.050,0.082,0.887,20.508,21.423,45.837
0.063,0.048,0.929,21.790,25.513,47.302
0.087,0.008,0.977,20.447,24.231,45.776
0.101,-0.018,0.992,17.029,18.860,41.382
0.102,-0.029,1.002,12.024,10.498,34.668
0.104,-0.021,0.992,5.249,0.549,27.710
0.093,-0.001,0.958,-1.526,-8.057,22.705
0.076,0.021,0.922,-6.592,-12.512,19.165
0.069,0.045,0.904,-9.705,-13.062,17.334
0.071,0.074,0.904,-10.803,-11.902,17.273
0.081,0.096,0.899,-10.620,-9.827,18.921
0.077,0.102,0.901,-9.216,-7.629,21.667
0.071,0.095,0.901,-7.080,-5.371,24.414
0.067,0.075,0.913,-4.944,-2.563,26.306
0.072,0.057,0.918,-3.418,-0.183,26.917
0.080,0.048,0.941,-2.930,1.221,27.039
0.092,0.040,0.953,-3.418,1.282,26.550
0.097,0.041,0.958,-4.333,0.061,25.818
0.102,0.042,0.949,-4.883,-2.014,24.963
0.097,0.033,0.933,-4.517,-2.991,24.048
0.097,0.029,0.932,-4.028,-3.235,22.888
0.101,0.028,0.925,-3.723,-3.235,21.790
0.103,0.028,0.915,-3.357,-2.502,20.996
0.101,0.028,0.907,-2.686,-1.404,20.081
0.109,0.030,0.917,-2.502,-0.122,18.982
0.122,0.031,0.920,-2.747,-0.366,18.127
0.126,0.036,0.923,-3.235,-1.648,17.334
0.133,0.043,0.912,-3.235,-2.991,16.602
0.126,0.039,0.909,-2.808,-3.906,16.052
0.127,0.041,0.911,-2.563,-4.211,15.320
0.125,0.043,0.913,-2.014,-4.517,14.771
0.122,0.053,0.917,-1.221,-4.700,14.709
0.119,0.059,0.913,-0.305,-4.395,14.771
0.114,0.069,0.907,1.160,-3.418,15.137
0.116,0.080,0.910,2.625,-2.014,15.503
0.115,0.082,0.916,3.845,-0.305,15.869
0.109,0.082,0.912,4.761,1.282,16.113
0.107,0.081,0.921,5.310,2.319,15.991
0.106,0.072,0.932,5.005,2.808,16.174
0.104,0.069,0.942,3.845,2.808,16.357
0.104,0.070,0.946,2.319,2.380,17.090
0.104,0.075,0.941,0.977,2.075,17.456
0.106,0.084,0.937,0.488,1.892,17.761
0.099,0.091,0.932,0.244,1.587,18.372
0.091,0.091,0.926,0.366,1.648,19.226
0.070,0.083,0.913,0.793,3.113,20.203
0.067,0.076,0.913,1.221,5.615,20.325
0.069,0.065,0.930,1.282,7.507,20.508
0.061,0.057,0.937,0.244,8.118,21.057
0.058,0.057,0.934,-0.793,8.179,21.240
0.058,0.068,0.927,-1.038,7.935,20.996
0.061,0.077,0.927,-1.404,8.118,21.240
0.066,0.077,0.933,-2.075,7.874,21.484
0.066,0.061,0.944,-3.174,6.104,21.973
0.060,0.039,0.958,-5.005,4.150,22.034
0.065,0.028,0.979,-7.080,1.465,21.362
0.072,0.025,0.977,-9.033,-1.404,20.203
0.073,0.030,0.974,-10.010,-4.150,19.348
0.073,0.039,0.964,-10.315,-6.470,18.250
0.075,0.045,0.949,-9.644,-7.629,17.944
0.066,0.039,0.938,-8.240,-7.507,18.066
0.064,0.032,0.936,-6.897,-6.042,17.944
0.069,0.033,0.939,-6.104,-4.150,18.066
0.076,0.037,0.938,-5.737,-2.869,18.372
0.084,0.040,0.934,-5.798,-1.709,18.921
0.086,0.023,0.936,-5.859,-0.916,19.043
0.086,0.008,0.941,-5.920,0.000,18.616
0.092,-0.005,0.956,-6.104,0.122,17.517
0.104,-0.014,0.973,-6.470,-1.221,15.991
0.111,-0.019,0.987,-6.958,-4.211,14.404
0.116,-0.009,0.979,-6.836,-7.263,12.390
0.120,0.004,0.964,-5.859,-9.155,10.681
0.119,0.016,0.944,-4.150,-9.949,9.583
0.111,0.018,0.927,-2.258,-10.071,8.789
0.106,0.022,0.906,-0.671,-9.216,9.033
0.099,0.028,0.895,0.366,-7.080,9.766
0.099,0.028,0.886,0.793,-4.272,11.292
0.104,0.041,0.880,0.732,-1.770,13.306
0.102,0.046,0.869,0.671,0.671,15.625
0.100,0.047,0.865,1.282,3.296,17.517
0.097,0.040,0.862,1.953,6.409,18.677
0.100,0.029,0.877,2.441,8.545,19.043
0.108,0.017,0.901,2.136,9.216,19.043
0.117,0.006,0.924,0.916,7.812,18.433
0.114,-0.004,0.932,-0.427,5.554,17.212
0.111,-0.006,0.942,-1.526,3.052,15.625
0.106,-0.010,0.938,-2.197,1.099,13.855
0.093,-0.014,0.933,-1.892,0.610,12.085
0.094,-0.007,0.934,-1.465,0.610,10.376
0.093,-0.002,0.935,-0.977,0.366,9.644
0.082,-0.001,0.927,-0.549,0.488,9.644
0.075,0.003,0.920,-0.244,1.221,9.766
0.077,0.011,0.925,0.244,2.197,9.949
0.073,0.010,0.922,0.671,2.930,10.681
0.065,0.001,0.930,1.160,3.479,11.292
0.059,-0.002,0.931,1.343,3.540,11.230
0.059,-0.005,0.923,1.587,4.089,10.498
0.059,-0.011,0.922,2.075,4.028,9.888
0.059,-0.009,0.933,1.465,4.395,9.460
0.067,-0.005,0.938,-0.061,4.578,8.545
0.073,0.000,0.941,-1.587,4.272,7.629
0.072,-0.002,0.940,-2.869,4.028,6.958
0.074,-0.004,0.938,-3.174,3.540,6.287
0.074,-0.008,0.939,-2.991,3.601,5.493
0.080,-0.002,0.936,-2.075,4.578,4.944
0.083,0.016,0.944,-0.854,6.104,4.028
0.094,0.002,0.940,0.977,6.775,4.150
0.083,0.015,0.939,2.258,7.690,4.272
0.080,0.019,0.944,4.639,9.033,3.601
0.074,0.016,0.952,6.226,9.583,2.930
0.062,0.005,0.955,6.287,10.864,2.625
0.053,0.012,0.937,6.042,9.766,2.563
0.058,0.021,0.939,5.066,11.047,2.563
0.062,0.023,0.943,3.784,10.010,3.113
0.061,0.018,0.959,1.892,7.080,3.845
0.067,0.021,0.962,-0.549,3.296,4.272
0.066,0.021,0.950,-2.625,0.061,4.761
0.063,0.026,0.942,-4.211,-1.648,5.005
0.055,0.029,0.935,-4.456,-2.380,5.005
0.052,0.040,0.931,-3.906,-2.808,4.333
0.053,0.054,0.920,-2.930,-2.075,3.784
0.054,0.064,0.911,-1.892,-0.549,3.967
0.048,0.065,0.916,-0.977,1.099,4.761
0.049,0.062,0.920,-0.549,2.991,5.981
0.051,0.061,0.917,0.061,5.493,7.202
0.050,0.063,0.915,1.038,8.423,7.935
0.053,0.067,0.914,2.380,11.292,8.179
0.058,0.077,0.929,3.906,13.184,8.240
0.062,0.080,0.935,4.456,13.733,8.484
0.063,0.082,0.936,4.272,13.733,8.423
0.067,0.090,0.934,3.784,13.184,7.996
0.074,0.106,0.934,3.418,11.536,7.629
0.070,0.129,0.929,3.967,9.827,7.874
0.048,0.134,0.909,5.432,8.667,8.728
0.028,0.146,0.890,6.714,9.216,9.644
0.015,0.150,0.879,8.179,11.963,11.169
0.002,0.138,0.881,9.583,15.381,13.306
-0.001,0.133,0.901,9.705,17.456,15.381
0.006,0.129,0.906,8.606,18.127,17.212
0.003,0.112,0.913,6.958,17.273,18.677
-0.002,0.086,0.935,4.517,15.442,19.470
0.004,0.076,0.962,0.488,11.719,19.104
0.017,0.055,0.985,-4.028,4.883,18.555
0.010,0.025,0.985,-8.240,-2.502,18.127
-0.015,-0.003,0.988,-11.475,-8.545,17.578
-0.025,-0.021,0.976,-12.939,-11.658,16.724
-0.029,-0.026,0.966,-12.207,-12.146,15.869
-0.029,-0.034,0.955,-10.010,-11.475,15.503
-0.026,-0.038,0.952,-7.141,-10.010,15.930
-0.025,-0.042,0.947,-4.333,-7.751,16.785
-0.016,-0.052,0.945,-1.770,-4.456,18.066
-0.008,-0.061,0.952,0.854,-1.892,18.860
0.002,-0.074,0.959,2.991,-0.854,18.921
0.010,-0.084,0.954,4.822,-0.305,18.250
0.021,-0.082,0.946,6.226,0.183,16.663
0.031,-0.072,0.944,7.080,0.671,14.404
0.044,-0.057,0.952,7.263,0.122,12.146
0.052,-0.037,0.952,6.348,-2.075,10.315
0.055,-0.021,0.941,4.944,-4.578,8.789
0.047,-0.009,0.922,3.967,-5.920,7.263
0.039,-0.003,0.901,3.052,-6.104,6.104
0.038,0.006,0.883,2.136,-5.615,4.883
0.043,0.022,0.883,0.244,-5.066,4.028
0.053,0.045,0.890,-2.625,-5.371,3.906
0.062,0.068,0.898,-6.104,-6.592,4.639
0.068,0.082,0.896,-8.911,-8.240,5.798
0.058,0.074,0.890,-10.193,-8.240,6.653
0.045,0.055,0.893,-10.437,-6.531,6.775
0.043,0.037,0.908,-10.498,-3.784,6.226
0.048,0.037,0.927,-10.803,-2.014,5.432
0.058,0.044,0.949,-11.597,-1.770,4.761
0.064,0.055,0.965,-11.963,-3.235,4.456
0.056,0.061,0.954,-11.597,-4.822,4.639
0.045,0.053,0.949,-10.193,-5.920,5.127
0.033,0.039,0.945,-8.423,-6.592,5.798
0.025,0.017,0.940,-6.653,-6.409,6.042
0.018,-0.007,0.948,-5.188,-6.104,6.348
0.020,-0.008,0.952,-4.456,-5.981,6.470
0.027,0.002,0.948,-3.784,-5.859,6.714
0.029,0.013,0.941,-2.625,-5.371,6.897
0.036,0.024,0.939,-0.671,-4.700,7.324
0.040,0.031,0.928,1.465,-3.784,8.057

-0.399,-1.296,0.834,-28.198,-14.709,-4.883
-0.443,-1.457,0.848,-39.185,-12.878,-6.104
-0.527,-1.756,0.896,-64.697,-4.395,-9.827
-0.502,-1.955,0.979,-89.355,11.292,-14.343
-0.451,-2.099,1.076,-107.361,27.344,-18.982
-0.417,-2.218,1.178,-112.976,38.879,-27.405
-0.414,-2.333,1.269,-104.858,44.678,-44.373
-0.456,-2.406,1.297,-83.984,44.922,-74.768
-0.563,-2.376,1.321,-56.519,37.598,-117.310
-0.651,-2.175,1.282,-30.762,25.513,-163.879
-0.689,-1.866,1.184,-10.376,17.212,-203.491
-0.745,-1.568,1.062,6.287,10.254,-232.056
-0.865,-1.184,0.943,17.517,11.719,-251.343
-0.909,-0.754,0.806,26.123,17.517,-266.663
-0.933,-0.263,0.717,37.048,25.757,-275.208
-0.993,0.198,0.649,52.307,36.438,-279.907
-1.025,0.643,0.588,71.167,46.875,-283.142
-1.015,1.007,0.586,87.036,52.185,-283.142
-1.022,1.278,0.631,93.201,46.875,-277.588
-1.020,1.456,0.636,85.999,29.419,-266.724
-1.021,1.566,0.597,67.932,9.827,-251.709
-0.972,1.670,0.523,46.509,-0.916,-233.826
-0.842,1.742,0.490,29.846,4.211,-213.013
-0.660,1.784,0.548,20.386,19.897,-190.247
-0.456,1.792,0.701,15.442,37.354,-167.358
-0.300,1.770,0.909,11.658,46.753,-146.301
-0.192,1.749,1.077,6.897,42.053,-129.456
-0.124,1.709,1.155,3.784,27.527,-116.089
-0.068,1.706,1.246,7.141,10.376,-105.591
-0.007,1.633,1.217,6.531,-11.108,-91.736
-0.037,1.583,1.136,8.362,-28.564,-74.585
0.009,1.489,1.053,13.184,-40.527,-59.692
0.065,1.413,0.972,20.386,-43.762,-42.297
0.083,1.317,0.918,27.161,-42.969,-23.193
0.105,1.225,0.858,31.555,-40.833,-4.395
0.138,1.127,0.789,34.607,-36.438,13.000
0.156,1.026,0.742,37.964,-29.358,28.320
0.161,0.923,0.714,40.283,-20.508,40.161
0.175,0.825,0.696,41.687,-10.986,48.889
0.188,0.733,0.719,41.016,-3.418,55.420
0.203,0.653,0.754,36.194,-0.305,60.791
0.194,0.565,0.785,28.198,-1.465,66.528
0.183,0.486,0.818,19.043,-5.188,71.106
0.159,0.399,0.851,10.315,-10.742,73.608
0.122,0.329,0.864,3.418,-13.184,73.975
0.103,0.276,0.894,-0.427,-12.939,72.266
0.096,0.243,0.932,-1.648,-12.573,70.740
0.081,0.224,0.947,-0.305,-12.695,70.068
0.069,0.209,0.938,3.418,-12.085,70.374
0.048,0.185,0.899,8.728,-10.071,71.533
0.028,0.154,0.897,16.235,-5.920,71.777
0.013,0.149,0.899,24.902,1.831,72.266
0.006,0.102,0.939,30.457,8.789,72.388
-0.014,0.071,0.946,29.053,12.268,73.914
-0.036,0.034,0.940,23.132,11.841,74.036
-0.059,-0.008,0.959,15.808,10.864,71.594
-0.070,-0.016,0.979,8.728,9.399,66.345
-0.047,-0.001,1.001,3.174,5.981,59.998
-0.035,0.018,1.009,0.366,0.671,54.993
-0.044,0.026,0.991,-0.122,-5.554,50.598
-0.061,0.033,0.953,0.793,-9.033,46.631
-0.074,0.039,0.917,1.648,-9.216,43.274
-0.074,0.043,0.891,1.892,-6.775,40.955
-0.075,0.030,0.876,1.038,-3.418,39.551
-0.074,0.013,0.885,-1.709,-0.122,38.574
-0.062,0.005,0.898,-6.714,1.404,38.147
-0.046,-0.009,0.925,-13.123,1.831,38.574
-0.026,-0.019,0.960,-19.836,0.000,39.307
-0.009,-0.014,0.975,-25.330,-3.296,39.612
0.009,-0.016,0.977,-27.893,-6.409,39.063
0.022,-0.011,0.960,-27.649,-9.338,37.598
0.030,-0.005,0.944,-25.452,-11.169,35.706
0.030,0.000,0.924,-22.156,-10.559,33.752
0.028,0.008,0.900,-18.250,-8.240,31.860
0.023,0.015,0.889,-14.893,-5.066,30.640
0.021,0.016,0.880,-12.512,-0.977,29.785
0.022,0.025,0.878,-12.146,3.845,30.212
0.027,0.015,0.881,-13.306,7.935,31.616
0.023,-0.009,0.910,-15.869,10.986,33.203
0.029,-0.031,0.952,-19.714,11.841,34.058
0.039,-0.033,1.004,-23.804,9.521,33.936
0.048,-0.025,1.029,-26.611,4.456,32.715
0.057,-0.016,1.038,-27.039,-1.892,30.762
0.053,-0.011,1.015,-25.146,-7.690,28.503
0.042,-0.016,0.983,-21.790,-10.559,26.001
0.037,-0.007,0.973,-17.944,-11.597,23.682
0.043,0.009,0.950,-14.343,-11.841,22.400
0.039,0.015,0.924,-10.742,-10.437,22.949
0.032,0.011,0.915,-8.240,-7.629,24.658
0.025,0.002,0.904,-6.836,-3.662,26.611
0.028,-0.001,0.922,-6.531,0.854,28.442
0.042,0.004,0.954,-6.348,3.174,30.334
0.049,0.006,0.976,-5.615,3.723,32.166
0.049,0.007,0.987,-3.845,3.235,33.203
0.052,0.010,0.994,-1.282,1.831,33.264
0.060,0.021,0.999,1.648,-0.427,32.776
0.060,0.032,0.987,5.188,-1.831,32.654
0.054,0.034,0.972,9.094,-2.014,32.532
0.057,0.040,0.971,12.451,-1.404,32.532
0.065,0.051,0.971,14.587,-1.343,32.898
0.067,0.058,0.954,16.174,-1.465,33.142
