aX,aY,aZ,gX,gY,gZ
-0.027,-0.018,0.910,2.563,1.587,4.395
-0.029,-0.016,0.912,4.639,2.136,4.822
-0.039,-0.018,0.900,6.165,2.930,5.188
-0.041,-0.021,0.884,7.263,4.639,4.883
-0.043,-0.014,0.885,7.751,6.287,4.517
-0.044,-0.012,0.884,7.202,7.568,4.822
-0.040,-0.008,0.886,6.042,7.629,5.310
-0.042,-0.012,0.880,4.700,7.263,5.371
-0.046,-0.014,0.883,3.418,7.690,5.005
-0.042,-0.014,0.898,1.282,7.446,4.700
-0.050,-0.011,0.909,-1.404,5.920,5.066
-0.059,-0.011,0.905,-3.418,5.005,5.432
-0.063,-0.007,0.917,-3.967,6.165,6.104
-0.060,-0.004,0.938,-3.784,6.470,6.775
-0.060,-0.008,0.942,-3.174,5.920,7.690
-0.063,-0.018,0.940,-2.197,6.042,7.812
-0.063,-0.029,0.944,-1.831,6.836,7.690
-0.058,-0.028,0.957,-2.441,6.714,7.568
-0.057,-0.028,0.966,-4.150,5.432,7.812
-0.056,-0.032,0.976,-5.493,3.357,7.996
-0.058,-0.033,0.979,-6.287,1.770,8.057
-0.059,-0.040,0.975,-5.981,2.014,7.874
-0.054,-0.035,0.985,-5.005,2.808,7.507
-0.051,-0.031,0.990,-3.479,3.479,7.690
-0.053,-0.034,0.987,-1.770,3.967,7.996
-0.054,-0.033,0.981,0.305,4.944,7.812

0.068,-0.268,2.263,-102.295,26.794,23.499
0.104,-0.273,2.432,-115.295,4.150,23.071
0.072,-0.356,2.694,-135.864,-40.527,23.926
0.013,-0.476,2.875,-146.362,-67.200,21.545
-0.061,-0.622,3.163,-145.996,-73.669,16.785
-0.038,-0.660,3.500,-139.587,-76.477,12.573
-0.084,-0.708,3.681,-123.352,-87.036,7.874
-0.175,-0.727,3.670,-91.492,-93.994,-5.371
-0.217,-0.633,3.535,-41.016,-95.398,-28.076
-0.266,-0.546,3.343,23.010,-98.267,-51.086
-0.416,-0.499,3.068,87.036,-102.966,-69.458
-0.540,-0.441,2.685,144.165,-107.910,-82.642
-0.679,-0.377,2.259,191.895,-109.985,-85.022
-0.778,-0.333,1.780,228.577,-106.873,-78.125
-0.845,-0.341,1.332,248.108,-100.403,-62.073
-0.901,-0.425,0.864,243.347,-97.778,-45.410
-0.887,-0.483,0.493,216.797,-100.769,-35.828
-0.835,-0.475,0.087,181.946,-108.337,-32.593
-0.756,-0.438,-0.315,157.898,-105.164,-32.593
-0.636,-0.402,-0.648,150.513,-81.116,-36.926
-0.450,-0.319,-0.728,153.076,-48.218,-43.457
-0.350,-0.267,-0.748,153.381,-32.837,-51.819
-0.198,-0.169,-0.759,145.569,-41.809,-63.477
-0.164,-0.034,-0.806,127.686,-62.195,-67.383
-0.095,0.171,-0.917,107.361,-88.074,-60.181
-0.109,0.260,-1.089,96.191,-98.694,-44.373
-0.099,0.251,-1.188,95.703,-79.590,-28.870
-0.034,0.189,-1.097,96.436,-45.593,-20.386
0.087,0.149,-0.901,86.853,-21.973,-16.602
0.171,0.110,-0.722,64.087,-19.775,-14.404
0.243,0.114,-0.616,34.363,-33.081,-16.174
0.306,0.149,-0.566,3.662,-50.049,-18.433
0.357,0.190,-0.540,-22.888,-58.838,-19.165
0.413,0.208,-0.453,-42.480,-58.350,-18.494
0.458,0.195,-0.333,-56.702,-52.979,-17.944
0.492,0.170,-0.197,-66.223,-43.640,-18.677
0.497,0.164,-0.027,-71.106,-34.729,-20.508
0.505,0.157,0.138,-72.815,-29.846,-22.217
0.505,0.162,0.287,-73.486,-28.320,-19.836
0.514,0.171,0.378,-72.876,-26.062,-13.794
0.509,0.180,0.456,-69.153,-21.118,-4.578
0.485,0.169,0.511,-62.927,-14.099,3.235
0.475,0.151,0.572,-55.481,-6.226,8.423
0.478,0.131,0.624,-48.096,1.587,12.878
0.479,0.121,0.672,-41.687,8.911,17.883
0.467,0.115,0.710,-35.400,17.578,22.766
0.479,0.111,0.761,-28.259,27.649,26.489
0.466,0.121,0.797,-20.325,33.447,29.907
0.431,0.116,0.813,-11.230,38.879,31.494
0.395,0.105,0.823,-2.258,44.250,30.029
0.375,0.112,0.821,5.676,45.593,26.794
0.349,0.111,0.808,11.169,45.349,23.315
0.329,0.102,0.771,14.343,46.509,21.179
0.338,0.105,0.772,15.259,49.866,20.996
0.323,0.076,0.767,13.550,53.833,22.156
0.306,0.051,0.801,9.949,61.157,21.545
0.301,0.044,0.857,4.944,63.599,18.311
0.283,0.053,0.924,-0.977,59.814,12.817
0.250,0.062,0.949,-6.042,50.293,6.226
0.212,0.082,0.959,-9.338,39.429,-1.953
0.142,0.089,0.954,-11.597,31.311,-10.986
0.097,0.135,0.937,-12.695,22.339,-21.423
0.042,0.189,0.919,-14.221,14.648,-28.442
-0.005,0.219,0.892,-16.602,12.512,-30.151
-0.037,0.233,0.883,-21.301,11.536,-27.466
-0.049,0.237,0.886,-27.954,11.047,-21.973
-0.060,0.240,0.878,-34.058,12.207,-14.954
-0.050,0.235,0.898,-37.659,15.320,-8.423
-0.042,0.225,0.941,-39.368,17.944,-2.502
-0.021,0.198,0.967,-38.879,20.264,1.770
-0.021,0.167,0.992,-35.583,21.423,4.150
0.004,0.169,1.019,-30.212,19.592,3.357
0.029,0.168,1.017,-23.193,16.357,0.549
0.028,0.183,1.007,-15.259,13.794,-1.221
0.041,0.176,0.982,-8.484,13.367,-2.319
0.039,0.157,0.978,-3.967,15.320,-2.686
0.031,0.146,0.965,-1.709,17.395,-1.953
0.048,0.146,0.984,-1.343,20.142,-0.305
0.050,0.130,0.988,-2.686,18.127,1.465
0.048,0.117,0.983,-5.310,14.282,2.808
0.051,0.120,0.987,-9.033,8.911,3.479
0.048,0.126,0.962,-12.146,2.808,3.906
0.051,0.133,0.936,-14.282,0.183,4.211
0.057,0.129,0.924,-15.259,1.953,5.737
0.063,0.123,0.931,-16.113,6.958,7.812
0.098,0.121,0.963,-17.944,12.451,10.620
0.108,0.109,0.996,-19.775,13.977,13.489
0.118,0.109,1.009,-20.508,13.000,14.343
0.118,0.110,1.008,-19.348,10.620,13.428
0.108,0.101,1.006,-16.968,8.606,10.681
0.104,0.101,1.012,-14.526,6.836,6.836
0.095,0.110,1.011,-13.000,3.418,3.174
0.077,0.105,0.997,-13.184,0.183,1.160
0.065,0.111,0.988,-14.648,-2.808,0.427
0.049,0.115,0.969,-16.052,-3.845,0.671
0.040,0.107,0.958,-17.395,-3.235,1.648
0.031,0.099,0.938,-18.188,-1.099,3.113
0.030,0.081,0.946,-18.494,1.770,4.456
0.029,0.080,0.953,-18.738,2.747,6.226
0.028,0.074,0.940,-17.883,3.784,7.996
0.042,0.084,0.940,-15.808,5.249,9.644
0.053,0.091,0.935,-12.634,5.981,11.719
0.070,0.088,0.921,-9.460,7.568,13.062
0.072,0.087,0.928,-7.263,8.606,14.404
0.075,0.071,0.953,-7.080,7.812,14.954
0.074,0.061,0.959,-8.362,5.371,14.648
0.073,0.060,0.961,-9.155,2.869,13.977
0.082,0.059,0.965,-8.850,0.549,14.282
0.083,0.054,0.939,-7.141,-0.977,15.076
0.086,0.051,0.916,-4.089,-0.061,15.503
0.090,0.049,0.895,-0.366,2.563,15.442
0.107,0.048,0.881,2.625,5.737,14.587
0.103,0.041,0.872,4.944,7.996,13.916
0.097,0.034,0.875,5.920,10.193,12.573
0.070,0.028,0.903,4.639,11.047,10.803
0.069,0.023,0.914,1.404,6.653,9.277
0.052,0.022,0.896,-1.282,4.028,8.301
0.031,0.026,0.880,-2.563,4.211,7.080
0.034,0.049,0.878,-3.662,6.714,7.141
0.044,0.058,0.886,-3.723,9.949,9.827
0.041,0.045,0.876,-3.113,13.916,11.902
0.036,0.032,0.884,-1.892,18.250,11.963
0.040,0.039,0.925,-1.404,22.278,12.024
0.047,0.028,0.966,-2.197,21.484,11.841
0.052,0.021,0.986,-5.127,16.541,11.536
0.051,0.016,0.984,-9.216,10.620,10.010
0.051,0.039,0.985,-12.268,5.066,8.362
0.041,0.048,0.973,-13.428,2.441,7.446
0.046,0.069,0.966,-12.085,3.296,7.568
0.051,0.083,0.953,-9.460,5.920,9.277
0.058,0.076,0.948,-6.104,10.437,12.268
0.058,0.056,0.955,-2.930,16.235,14.771
0.076,0.048,0.978,-0.671,19.958,15.808
0.089,0.040,0.998,0.854,19.714,15.869
0.086,0.023,0.999,1.892,17.395,14.709
0.082,0.021,0.998,2.502,14.709,11.902
0.108,0.028,1.003,2.502,10.437,8.484
0.101,0.029,1.012,2.380,4.761,5.615
0.100,0.034,1.002,1.648,-1.343,2.808
0.069,0.026,0.980,0.305,-6.226,1.099
0.061,0.046,0.968,-1.160,-7.263,-0.610
0.046,0.062,0.947,-0.671,-6.531,-0.793
0.009,0.059,0.905,1.770,-1.892,-0.122
0.011,0.060,0.896,4.761,6.470,0.427
0.005,0.055,0.904,6.592,12.817,1.343
-0.021,0.042,0.946,6.042,16.541,2.197
0.015,0.063,0.936,2.563,16.968,2.502
0.000,0.051,0.954,-1.465,16.418,4.578
-0.006,0.037,0.970,-7.019,15.869,5.615
0.000,0.028,1.005,-13.062,14.465,6.104
0.006,0.024,1.024,-18.005,11.719,6.104
0.009,0.040,1.048,-19.958,8.240,5.554
-0.001,0.053,1.043,-19.104,4.944,5.920
-0.020,0.048,1.032,-14.160,4.883,6.531
-0.003,0.053,1.009,-7.141,7.996,6.653
-0.012,0.050,1.009,-0.305,11.780,7.385
-0.007,0.048,0.996,5.371,13.855,7.080
-0.014,0.037,0.979,8.850,14.954,5.859
-0.027,0.042,0.965,9.766,15.686,4.211
-0.006,0.052,0.979,9.399,15.747,3.418
-0.018,0.048,0.980,7.080,12.146,4.150
-0.022,0.047,0.973,4.272,8.301,4.700
-0.027,0.043,0.959,1.648,5.615,5.005
-0.031,0.045,0.952,0.183,5.188,5.127
-0.028,0.053,0.951,-0.122,4.822,5.310
-0.033,0.049,0.944,0.000,3.662,5.432
-0.029,0.058,0.938,0.854,2.686,5.188
-0.025,0.052,0.937,1.587,1.160,5.005
-0.025,0.042,0.935,1.282,-0.488,4.761
-0.022,0.035,0.932,0.000,-1.160,4.395
-0.019,0.047,0.942,-1.953,-2.991,4.150
-0.020,0.054,0.939,-3.967,-5.432,5.188
-0.021,0.045,0.905,-5.432,-5.798,6.653
-0.022,0.022,0.918,-6.226,-2.686,7.324
-0.026,0.005,0.974,-8.118,-1.953,6.104
-0.010,0.017,0.955,-10.925,-4.578,5.066
-0.014,0.038,0.961,-9.644,-3.723,5.371
-0.054,0.043,0.991,-5.981,0.122,7.324
-0.041,0.031,0.985,-2.319,2.197,7.996
-0.042,0.019,0.979,1.099,5.676,8.789
-0.030,0.008,0.991,3.113,7.751,8.240
-0.027,0.003,0.989,2.747,6.836,6.958
-0.027,0.009,0.991,1.099,4.333,5.859
-0.028,0.021,0.976,-1.038,0.549,5.371
-0.040,0.024,0.949,-1.709,-0.610,5.432
-0.038,0.028,0.939,-1.038,1.221,5.432
-0.032,0.027,0.950,-0.427,3.479,6.042
-0.021,0.029,0.970,-0.732,4.211,7.019
-0.015,0.027,0.982,-1.160,2.808,8.118
-0.020,0.023,0.979,-1.099,1.099,8.301
-0.018,0.025,0.969,0.122,0.854,8.240
-0.019,0.025,0.962,1.648,1.587,7.996
-0.021,0.023,0.956,3.296,2.991,7.751
-0.018,0.023,0.946,4.150,4.395,7.629
-0.020,0.018,0.935,3.845,5.371,7.324
-0.028,0.015,0.931,2.075,5.493,6.836
-0.026,0.019,0.935,-0.488,5.066,6.348
-0.028,0.019,0.940,-3.479,4.089,6.348
-0.033,0.020,0.952,-5.981,2.319,6.104
-0.036,0.023,0.947,-7.874,0.427,5.859
-0.032,0.021,0.950,-8.484,-0.305,5.188
-0.022,0.021,0.949,-8.789,-1.099,4.517
-0.024,0.026,0.959,-8.301,-1.648,3.967
-0.022,0.030,0.956,-7.629,-2.747,3.906
-0.027,0.031,0.942,-6.348,-2.319,4.395
-0.028,0.028,0.933,-4.822,-0.183,4.761
-0.028,0.026,0.936,-3.357,2.502,5.005
-0.032,0.020,0.941,-2.380,4.578,5.310
-0.034,0.017,0.948,-1.892,6.104,5.249
-0.038,0.022,0.967,-1.770,6.042,4.822
-0.037,0.031,0.977,-1.648,3.845,4.822
-0.050,0.033,0.967,-0.977,2.380,5.371
-0.055,0.034,0.962,-0.366,1.892,5.371
-0.061,0.033,0.957,0.854,2.380,5.310
-0.059,0.038,0.958,1.892,2.869,5.249
-0.063,0.038,0.957,2.380,3.052,5.371
-0.064,0.027,0.957,2.075,2.930,5.432
-0.062,0.026,0.960,0.977,3.113,5.188
-0.058,0.030,0.963,0.000,2.930,5.005
-0.056,0.033,0.963,-0.427,2.136,5.127
-0.055,0.032,0.960,-0.305,1.892,5.127
-0.047,0.031,0.958,0.305,2.319,5.005
-0.040,0.031,0.959,0.549,1.953,4.456
-0.035,0.031,0.954,0.122,-0.061,3.906
-0.040,0.034,0.942,-0.732,-2.258,3.540
-0.047,0.042,0.929,-1.648,-3.418,3.357
-0.051,0.049,0.924,-1.953,-3.662,3.845
-0.055,0.048,0.916,-2.014,-3.357,5.005
-0.060,0.042,0.915,-1.648,-1.831,5.798
-0.055,0.045,0.919,-1.160,-0.244,6.470
-0.055,0.039,0.919,-0.916,0.977,7.629
-0.054,0.032,0.926,-0.854,2.136,8.301
-0.049,0.023,0.937,-0.977,2.686,8.301
-0.044,0.017,0.942,-1.709,2.014,7.446
-0.042,0.017,0.945,-2.502,0.305,6.470
-0.046,0.017,0.940,-3.235,-1.160,5.859
-0.052,0.021,0.938,-3.662,-1.770,5.615
-0.052,0.021,0.939,-3.601,-1.587,5.676
-0.057,0.025,0.945,-3.174,-1.587,6.042
-0.060,0.023,0.944,-2.502,-1.465,6.531
-0.061,0.018,0.938,-1.648,-0.549,6.653
-0.060,0.015,0.947,-1.343,0.488,6.958
-0.057,0.015,0.956,-1.526,0.427,7.507
-0.056,0.012,0.960,-1.709,-0.122,7.996
-0.053,0.007,0.958,-1.648,-0.793,7.874
-0.050,0.004,0.960,-1.526,-1.770,7.385
-0.046,0.008,0.965,-1.587,-3.540,6.714
-0.047,0.014,0.963,-1.282,-5.798,6.409
-0.048,0.012,0.956,-0.610,-7.324,6.531
-0.053,0.002,0.939,0.366,-7.202,6.348
-0.051,-0.001,0.936,0.732,-5.737,5.493
-0.045,-0.001,0.945,0.366,-4.761,5.005
-0.044,0.002,0.951,-0.732,-5.554,4.822
-0.044,0.003,0.943,-1.404,-6.531,4.822
-0.042,0.008,0.935,-1.221,-6.226,4.456
-0.039,0.009,0.931,-0.977,-5.554,4.150
-0.035,0.012,0.934,-0.916,-5.310,3.967
-0.031,0.018,0.934,-1.099,-5.920,4.089
-0.035,0.016,0.920,-1.282,-6.226,4.333
-0.036,0.019,0.913,-1.099,-4.944,4.456
-0.032,0.026,0.916,-0.610,-3.601,4.333
-0.032,0.021,0.909,-0.061,-2.502,4.761
-0.030,0.020,0.912,0.427,-1.160,4.761
-0.033,0.016,0.917,0.549,0.000,4.761
-0.030,0.017,0.917,0.061,-0.122,4.456
-0.029,0.021,0.912,-0.305,-0.427,4.333
-0.036,0.017,0.909,-0.488,-0.122,4.272
-0.038,0.015,0.910,-1.038,0.427,4.028
-0.034,0.022,0.911,-2.014,0.793,4.089
-0.032,0.019,0.915,-2.808,0.916,4.578
-0.032,0.016,0.915,-3.418,1.099,4.700
-0.030,0.021,0.916,-3.662,1.282,4.395
-0.028,0.018,0.916,-3.784,1.587,4.395
-0.027,0.017,0.920,-3.906,1.770,4.517
-0.030,0.022,0.925,-3.845,1.526,4.456
-0.035,0.024,0.919,-2.808,1.770,4.822
-0.042,0.019,0.917,-1.099,3.296,5.005
-0.042,0.016,0.926,0.183,5.005,4.944
-0.041,0.017,0.932,0.427,5.798,5.249
-0.044,0.016,0.937,-0.061,5.127,5.798
-0.048,0.016,0.946,-0.610,3.906,6.165
-0.049,0.015,0.940,-0.977,2.319,6.348
-0.052,0.014,0.936,-0.793,1.526,6.348
-0.058,0.007,0.931,-0.610,2.075,5.981
-0.059,0.009,0.934,-0.610,3.174,5.920
-0.055,0.015,0.939,-0.854,3.845,6.165
-0.057,0.016,0.940,-0.916,3.906,6.592
-0.057,0.012,0.939,-0.854,4.089,6.775

0.091,-0.240,2.349,-87.402,55.664,28.442
0.111,-0.337,2.858,-126.892,5.249,24.902
0.062,-0.477,3.378,-158.447,-55.237,12.878
0.043,-0.521,3.852,-180.847,-114.502,-5.371
-0.002,-0.556,4.034,-183.411,-161.865,-21.484
-0.064,-0.583,4.048,-173.035,-175.049,-28.931
-0.163,-0.627,4.040,-127.991,-179.626,-46.509
-0.159,-0.601,4.036,-61.646,-168.030,-64.880
-0.208,-0.554,3.819,14.404,-164.185,-80.688
-0.366,-0.519,3.401,87.219,-162.292,-92.651
-0.495,-0.432,2.807,144.836,-152.771,-99.487
-0.706,-0.360,2.228,180.298,-136.292,-96.863
-0.847,-0.252,1.694,184.143,-118.225,-85.388
-0.856,-0.208,1.233,163.879,-107.727,-68.298
-0.735,-0.188,0.828,138.000,-107.239,-55.054
-0.650,-0.221,0.395,126.709,-114.197,-51.147
-0.588,-0.224,0.090,133.728,-107.117,-54.321
-0.598,-0.293,-0.112,146.606,-96.741,-62.317
-0.577,-0.305,-0.139,150.146,-97.961,-73.547
-0.569,-0.300,-0.306,143.738,-117.981,-81.970
-0.574,-0.324,-0.528,135.437,-128.296,-84.717
-0.498,-0.237,-0.609,128.174,-122.620,-79.651
-0.463,-0.189,-0.721,126.099,-113.098,-65.063
-0.469,-0.177,-0.873,131.409,-90.698,-51.758
-0.410,-0.105,-0.884,141.968,-59.204,-41.443
-0.319,-0.075,-0.831,148.804,-35.461,-28.870
-0.190,-0.096,-0.795,146.667,-25.269,-17.456
-0.078,-0.129,-0.763,135.437,-24.597,-12.390
0.023,-0.099,-0.764,117.249,-29.480,-13.489
0.104,-0.032,-0.728,93.323,-36.438,-14.160
0.184,0.061,-0.703,65.674,-45.044,-12.207
0.251,0.147,-0.709,39.246,-51.086,-7.324
0.321,0.205,-0.693,16.907,-51.453,0.488
0.393,0.228,-0.665,0.732,-41.870,8.850
0.467,0.228,-0.531,-9.949,-27.527,15.320
0.523,0.204,-0.394,-18.494,-17.883,17.273
0.569,0.183,-0.261,-26.917,-12.268,15.503
0.596,0.172,-0.138,-35.706,-8.850,12.878
0.615,0.180,-0.022,-43.274,-5.188,10.010
0.610,0.180,0.087,-48.340,0.793,7.812
0.593,0.173,0.196,-51.208,8.972,5.188
0.593,0.176,0.328,-53.345,15.503,2.991
0.575,0.190,0.458,-56.335,17.334,1.221
0.556,0.211,0.562,-58.777,15.991,-0.427
0.513,0.214,0.630,-59.570,15.259,-2.197
0.472,0.214,0.714,-59.082,15.198,-3.479
0.412,0.214,0.764,-57.495,15.198,-4.150
0.384,0.242,0.851,-54.443,16.785,-3.418
0.333,0.232,0.875,-50.293,17.456,-0.305
0.302,0.222,0.910,-45.532,20.691,3.601
0.287,0.212,0.934,-40.771,25.574,7.568
0.271,0.185,0.962,-35.767,30.212,10.437
0.243,0.171,0.959,-30.396,33.630,11.719
0.250,0.186,1.011,-23.621,38.513,10.986
0.219,0.187,0.994,-18.433,39.429,9.888
0.219,0.207,1.001,-13.550,38.513,7.812
0.191,0.195,1.001,-11.353,35.706,6.531
0.188,0.210,0.960,-11.353,32.532,4.639
0.146,0.235,0.917,-11.292,31.677,4.089
0.130,0.250,0.899,-10.559,33.936,4.333
0.125,0.260,0.887,-11.597,35.583,6.409
0.111,0.232,0.901,-15.137,35.950,8.301
0.107,0.226,0.939,-21.912,34.607,8.423
0.110,0.213,0.998,-30.701,28.687,7.751
0.112,0.211,1.028,-40.161,19.714,7.202
0.104,0.209,1.060,-47.485,12.756,7.019
0.113,0.208,1.095,-52.246,4.822,7.385
0.105,0.207,1.076,-53.284,-0.488,9.705
0.106,0.208,1.052,-49.011,1.099,13.000
0.113,0.218,1.025,-40.649,7.629,16.296
0.131,0.218,1.000,-30.029,14.832,19.714
0.146,0.223,0.966,-18.494,21.973,22.888
0.156,0.224,0.946,-6.042,31.311,26.001
0.178,0.206,0.946,5.005,38.818,27.405
0.194,0.167,0.933,11.230,44.006,27.710
0.207,0.119,0.937,11.780,45.959,27.039
0.230,0.084,0.958,6.470,44.006,25.146
0.252,0.073,0.975,-1.465,36.865,22.644
0.252,0.062,0.968,-10.071,28.748,19.897
0.250,0.087,0.942,-15.320,22.888,16.724
0.245,0.101,0.932,-16.541,21.606,14.099
0.236,0.110,0.945,-15.381,20.874,12.512
0.220,0.108,0.939,-13.367,18.555,11.658
0.188,0.102,0.931,-10.681,16.357,10.742
0.148,0.094,0.906,-7.568,14.648,9.399
0.119,0.110,0.887,-4.395,14.465,7.935
0.114,0.143,0.881,-2.502,14.404,8.423
0.109,0.153,0.869,-2.991,14.465,10.925
0.123,0.148,0.879,-5.493,14.832,13.611
0.138,0.132,0.904,-9.644,13.184,15.747
0.140,0.104,0.917,-15.381,10.803,16.357
0.148,0.087,0.949,-21.606,8.301,15.686
0.160,0.072,0.998,-27.161,4.395,14.465
0.170,0.095,1.019,-30.884,-1.282,13.000
0.177,0.110,1.018,-31.250,-5.310,11.902
0.177,0.113,1.016,-28.809,-6.958,10.864
0.181,0.135,1.000,-24.658,-5.554,9.888
0.186,0.148,0.999,-18.982,-3.296,9.949
0.182,0.147,0.986,-13.489,-0.854,10.986
0.165,0.133,0.957,-8.606,2.380,12.085
0.164,0.114,0.950,-5.615,7.080,12.756
0.180,0.097,0.964,-5.371,10.010,13.672
0.185,0.081,0.967,-7.629,11.292,15.076
0.192,0.073,0.977,-10.742,12.512,16.663
0.201,0.068,0.988,-13.062,13.428,18.066
0.213,0.061,0.976,-13.000,14.893,18.616
0.213,0.057,0.973,-10.254,17.273,18.372
0.213,0.062,0.963,-5.676,19.348,17.334
0.203,0.052,0.959,0.000,22.217,15.747
0.187,0.039,0.961,3.662,22.888,13.794
0.160,0.023,0.967,4.639,21.423,11.047
0.145,0.018,0.971,3.418,19.287,8.118
0.123,0.026,0.962,1.587,16.724,6.165
0.096,0.038,0.944,-0.122,15.259,5.188
0.079,0.056,0.932,-0.549,15.015,5.432
0.072,0.071,0.910,0.977,14.465,6.226
0.062,0.061,0.900,2.930,17.090,7.324
0.047,0.056,0.894,5.432,19.897,7.263
0.038,0.055,0.901,7.263,22.278,6.042
0.036,0.062,0.924,7.751,20.996,4.944
0.022,0.068,0.909,7.202,16.907,4.517
0.021,0.073,0.894,5.859,14.526,4.150
0.022,0.069,0.890,4.028,12.939,3.540
0.038,0.073,0.908,0.183,10.803,3.113
0.062,0.076,0.930,-4.883,5.859,3.784
0.067,0.079,0.933,-10.071,0.061,5.615
0.077,0.083,0.914,-13.367,-2.380,7.141
0.087,0.083,0.914,-13.550,-1.831,8.118
0.102,0.090,0.909,-10.864,2.563,8.301
0.106,0.087,0.933,-7.080,5.920,8.057
0.117,0.090,0.943,-4.333,7.263,7.568
0.108,0.072,0.933,-2.441,8.484,6.775
0.104,0.075,0.930,-0.549,9.705,5.493
0.100,0.066,0.937,0.183,9.705,4.456
0.094,0.069,0.937,-0.305,7.812,3.418
0.083,0.069,0.923,-0.977,5.676,3.174
0.066,0.064,0.913,-1.648,5.371,3.174
0.060,0.069,0.916,-2.686,5.798,3.540
0.059,0.063,0.914,-4.456,7.019,4.272
0.057,0.066,0.924,-6.470,8.606,5.066
0.060,0.068,0.946,-8.606,9.033,5.432
0.073,0.068,0.967,-10.498,8.423,5.981
0.062,0.056,0.982,-12.146,6.287,6.287
0.069,0.054,0.983,-12.817,4.761,5.859
0.067,0.044,0.983,-12.085,3.052,4.578
0.073,0.040,0.976,-11.047,1.404,3.174
0.069,0.040,0.972,-9.521,-0.122,1.587
0.051,0.050,0.953,-8.545,-1.526,0.366
0.050,0.067,0.955,-7.690,-1.038,0.610
0.037,0.075,0.950,-6.836,-0.122,1.709
0.034,0.080,0.940,-5.920,2.563,2.686
0.030,0.070,0.947,-5.432,5.066,3.357
0.033,0.062,0.961,-6.348,6.897,3.906
0.036,0.048,0.978,-7.935,7.874,4.761
0.038,0.037,0.991,-9.766,7.568,4.944
0.048,0.035,0.998,-10.986,5.676,4.456
0.048,0.036,0.990,-11.108,2.991,4.272
0.041,0.039,0.977,-9.521,1.099,3.845
0.042,0.042,0.969,-7.324,0.732,3.662
0.041,0.047,0.954,-5.615,1.038,3.662
0.040,0.060,0.945,-3.784,3.052,4.456
0.033,0.057,0.924,-2.380,5.676,5.859
0.037,0.051,0.941,-1.404,8.240,6.958
0.042,0.039,0.979,-2.014,9.827,8.179
0.046,0.022,1.011,-4.517,8.362,9.216
0.051,0.020,1.020,-7.080,4.578,9.460
0.046,0.015,1.012,-8.057,0.305,8.484
0.053,0.021,1.009,-6.897,-2.930,6.958
0.051,0.024,0.987,-4.700,-6.104,5.615
0.044,0.026,0.951,-1.343,-6.897,4.639
0.043,0.032,0.929,2.197,-4.944,3.662
0.048,0.038,0.918,4.517,-2.563,2.991
0.050,0.037,0.901,5.066,-0.488,3.052
0.051,0.029,0.888,3.967,1.465,3.296
0.049,0.016,0.883,1.343,3.723,3.662
0.048,0.012,0.896,-2.441,5.798,3.845
0.056,0.019,0.919,-5.737,6.409,4.456
0.057,0.014,0.920,-7.141,6.409,5.127
0.065,0.009,0.919,-6.653,6.592,4.883
0.065,0.010,0.923,-5.188,7.751,4.639
0.060,0.009,0.935,-3.235,7.507,3.967
0.046,0.000,0.930,-1.465,7.874,2.869
0.048,-0.002,0.944,-0.671,8.606,1.526
0.038,0.004,0.929,-1.282,8.301,0.916
0.018,0.022,0.923,-0.671,10.620,1.099
0.011,0.032,0.911,1.587,14.099,1.465
0.016,0.040,0.941,5.859,19.287,2.197
0.027,0.033,0.962,8.362,21.423,3.052
0.033,0.022,0.971,8.972,20.691,3.418
0.035,0.007,0.985,7.996,18.555,2.808
0.034,0.001,0.992,5.310,14.160,0.610
0.030,0.002,0.989,2.014,10.071,-2.014
0.019,0.012,0.986,-0.916,6.226,-3.967
0.008,0.032,0.974,-3.296,2.808,-4.883
-0.010,0.052,0.950,-3.845,1.404,-4.272
-0.021,0.070,0.922,-1.892,3.540,-2.319
-0.028,0.072,0.905,1.587,8.301,0.122
-0.032,0.069,0.908,4.700,12.878,2.380
-0.030,0.065,0.917,6.470,15.503,4.578
-0.031,0.056,0.925,6.042,15.198,6.592
-0.035,0.032,0.939,3.113,14.221,7.751
-0.025,0.022,0.950,-1.099,11.719,7.141
-0.025,0.020,0.964,-5.554,6.714,5.798
-0.026,0.028,0.958,-9.705,0.854,4.089
-0.036,0.033,0.946,-11.658,-2.930,3.052
-0.039,0.041,0.942,-11.902,-3.967,2.319
-0.042,0.044,0.935,-10.925,-2.563,2.319
-0.049,0.047,0.925,-9.277,0.122,2.563
-0.048,0.053,0.924,-7.202,3.662,3.540
-0.046,0.049,0.927,-5.371,7.202,5.005
-0.044,0.044,0.941,-4.272,9.888,6.531
-0.039,0.036,0.952,-4.211,10.803,7.935
-0.039,0.025,0.951,-4.456,11.108,8.667
-0.034,0.010,0.961,-4.761,11.536,8.667
-0.025,-0.003,0.983,-6.042,10.986,7.812
-0.021,-0.004,1.002,-8.301,8.240,6.958
-0.022,-0.006,1.000,-10.132,5.066,6.531
-0.029,-0.001,0.987,-10.437,3.113,5.737
-0.037,0.012,0.973,-8.911,3.235,5.249
-0.040,0.019,0.969,-7.568,3.906,5.249
-0.046,0.025,0.958,-4.150,6.165,5.737
-0.052,0.029,0.943,-0.977,8.972,6.775
-0.051,0.031,0.940,1.770,12.268,8.667
-0.048,0.026,0.939,4.028,15.137,10.132
-0.052,0.012,0.984,4.761,15.564,10.986
-0.035,0.002,0.997,3.662,12.878,11.292
